Quarter,Time,Down,ToGo,Location,Away,Home,Detail,EPB,EPA,field_side,yardline,play_start_time,Play_Type,posession,Yardage,away,home,possession,game_id
2,13:12,3,8,BUF 31,,,Josh Allen pass deep middle intended for Deonte Harty is intercepted by Jordan Whitehead at NYJ-4 and returned for no gain (tackle by Deonte Harty),-0.100,0.380,BUF,31.0,16.799999999999997,Pass,,18.0,3,0,BUF,1.0
2,12:07,1,10,BUF 13,,,Dalvin Cook right tackle for 1 yard (tackle by Taylor Rapp),4.710,4.220,BUF,13.0,17.88333333333333,Run,,1.0,3,0,NYJ,1.0
2,11:31,2,9,BUF 12,,,Dalvin Cook up the middle for 4 yards (tackle by Jordan Poyer and Leonard Floyd),4.220,4.100,BUF,12.0,18.483333333333327,Run,,4.0,3,0,NYJ,1.0
2,10:47,3,5,BUF 8,,,Zach Wilson pass incomplete short left,4.100,2.970,BUF,8.0,19.21666666666666,Pass,,-17.0,3,0,NYJ,1.0
2,10:35,1,10,BUF 25,,,James Cook left end for -5 yards (tackle by Quinnen Williams),0.610,-0.610,BUF,25.0,19.41666666666666,Run,,-5.0,3,3,NYJ,1.0
2,9:57,2,15,BUF 20,,,Josh Allen pass complete short right to Stefon Diggs for 18 yards (tackle by C.J. Mosley and Michael Carter),-0.610,1.470,BUF,20.0,20.049999999999997,Pass,,18.0,3,3,BUF,1.0
2,9:21,1,10,BUF 38,,,Josh Allen pass incomplete short middle intended for James Cook,1.470,0.920,BUF,38.0,20.65,Pass,,0.0,3,3,BUF,1.0
2,9:16,2,10,BUF 38,,,Josh Allen pass complete short left to Dalton Kincaid for 8 yards (tackle by C.J. Mosley and Jordan Whitehead),0.920,1.290,BUF,38.0,20.73333333333333,Pass,,8.0,3,3,BUF,1.0
2,8:40,3,2,BUF 46,,,Josh Allen scrambles left end for 6 yards (tackle by Quinton Jefferson and C.J. Mosley),1.290,2.390,BUF,46.0,21.333333333333332,Pass,,6.0,3,3,BUF,1.0
2,7:59,1,10,NYJ 48,,,James Cook right end for 12 yards (tackle by Jamien Sherwood),2.390,3.180,NYJ,48.0,22.016666666666666,Run,,12.0,3,3,BUF,1.0
2,7:35,1,10,NYJ 36,,,James Cook up the middle for -1 yards (tackle by Quincy Williams and Sauce Gardner),3.180,2.500,NYJ,36.0,22.416666666666664,Run,,-1.0,3,3,BUF,1.0
2,6:58,2,11,NYJ 37,,,Josh Allen pass complete deep right to Gabriel Davis for 26 yards (tackle by Tony Adams),2.500,4.840,NYJ,37.0,23.03333333333333,Pass,,26.0,3,3,BUF,1.0
2,6:13,1,10,NYJ 11,,,Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Will McDonald),4.840,4.700,NYJ,11.0,23.78333333333333,Pass,,3.0,3,3,BUF,1.0
2,5:34,2,7,NYJ 8,,,Damien Harris up the middle for 3 yards (tackle by Quincy Williams),4.700,4.440,NYJ,8.0,24.43333333333333,Run,,18.0,3,3,BUF,1.0
2,4:38,1,10,NYJ 26,,,Zach Wilson pass complete short left to Tyler Conklin for 2 yards (tackle by Terrel Bernard),0.670,0.400,NYJ,26.0,25.366666666666664,Pass,,2.0,10,3,NYJ,1.0
2,3:56,2,8,NYJ 28,,,Dalvin Cook right end for 10 yards (tackle by Jordan Poyer),0.400,1.470,NYJ,28.0,26.066666666666663,Run,,10.0,10,3,NYJ,1.0
2,3:17,1,10,NYJ 38,,,Zach Wilson pass short middle intended for Randall Cobb is intercepted by Matt Milano at NYJ-48 and returned for 13 yards (tackle by Zach Wilson),1.470,-3.250,NYJ,38.0,26.71666666666666,Pass,,12.0,10,3,NYJ,1.0
2,3:08,1,10,NYJ 50,,,Josh Allen pass complete short left to Dalton Kincaid for 6 yards (tackle by Michael Carter and D.J. Reed),2.260,2.520,NYJ,50.0,26.86666666666666,Pass,,6.0,10,3,NYJ,1.0
2,2:36,2,4,NYJ 44,,,James Cook left tackle for 13 yards (tackle by Tony Adams),2.520,3.510,NYJ,44.0,27.39999999999999,Run,,13.0,10,3,BUF,1.0
2,2:00,1,10,NYJ 31,,,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by D.J. Reed and Quincy Williams),3.510,3.780,NYJ,31.0,27.999999999999993,Pass,,6.0,10,3,BUF,1.0
2,1:24,2,4,NYJ 25,,,Josh Allen pass complete short left to Dalton Kincaid for 3 yards (tackle by Quincy Williams),3.780,3.470,NYJ,25.0,28.599999999999994,Pass,,3.0,10,3,BUF,1.0
2,0:45,3,1,NYJ 22,,,Josh Allen up the middle for 2 yards (tackle by C.J. Mosley),3.470,4.240,NYJ,22.0,29.249999999999993,Run,,2.0,10,3,BUF,1.0
2,0:40,1,10,NYJ 20,,,Josh Allen sacked by Quinton Jefferson for -3 yards,4.240,3.290,NYJ,20.0,29.333333333333325,Run,,-3.0,10,3,BUF,1.0
2,0:34,2,13,NYJ 23,,,Josh Allen pass incomplete deep right intended for James Cook (defended by Quincy Williams),3.290,2.610,NYJ,23.0,29.433333333333326,Pass,,0.0,10,3,BUF,1.0
2,0:29,3,13,NYJ 23,,,Josh Allen scrambles left tackle for 7 yards (tackle by C.J. Mosley and Bryce Huff),2.610,2.400,NYJ,23.0,29.51666666666666,Pass,,-2.0,10,3,BUF,1.0
2,0:17,1,10,NYJ 25,,,Zach Wilson kneels for -1 yards,0.610,-0.070,NYJ,25.0,29.716666666666658,Run,,-10.0,13,3,BUF,1.0
3,15:00,,,BUF 35,,,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610,BUF,35.0,29.999999999999993,Special Teams,,0.0,13,3,NYJ,1.0
3,15:00,1,10,NYJ 25,,,Breece Hall left guard for no gain (tackle by Ed Oliver),0.610,0.060,NYJ,25.0,29.999999999999993,Run,,0.0,13,3,NYJ,1.0
3,14:21,2,10,NYJ 25,,,Zach Wilson pass incomplete short middle intended for Breece Hall,0.060,-0.620,NYJ,25.0,30.64999999999999,Pass,,0.0,13,3,NYJ,1.0
3,14:17,3,10,NYJ 25,,,Zach Wilson pass complete short middle to Garrett Wilson for 12 yards (tackle by Christian Benford),-0.620,1.400,NYJ,25.0,30.716666666666658,Pass,,12.0,13,3,NYJ,1.0
3,13:37,1,10,NYJ 37,,,Zach Wilson pass complete short right to Dalvin Cook for 7 yards (tackle by Jordan Poyer),1.400,1.800,NYJ,37.0,31.383333333333326,Pass,,7.0,13,3,NYJ,1.0
3,12:51,2,3,NYJ 44,,,Zach Wilson pass complete short right to Breece Hall for 20 yards (tackle by Jordan Poyer),1.800,3.180,NYJ,44.0,32.14999999999999,Pass,,20.0,13,3,NYJ,1.0
3,12:31,1,10,BUF 36,,,Dalvin Cook right guard for 9 yards (tackle by Tre'Davious White and Terrel Bernard),3.180,3.850,BUF,36.0,32.48333333333332,Run,,9.0,13,3,NYJ,1.0
3,11:52,2,1,BUF 27,,,Dalvin Cook left tackle for -1 yards (tackle by A.J. Epenesa),3.850,3.010,BUF,27.0,33.13333333333332,Run,,-1.0,13,3,NYJ,1.0
3,11:03,3,2,BUF 28,,,Dalvin Cook up the middle for 6 yards (tackle by Jordan Phillips),3.010,4.110,BUF,28.0,33.94999999999999,Run,,6.0,13,3,NYJ,1.0
3,10:33,1,10,BUF 22,,,Breece Hall left end for 1 yard (tackle by Terrel Bernard and Ed Oliver),4.110,3.700,BUF,22.0,34.44999999999999,Run,,1.0,13,3,NYJ,1.0
3,10:12,2,9,BUF 21,,,Breece Hall left end for -4 yards. Breece Hall fumbles (forced by Gregory Rousseau). Breece Hall fumbles out of bounds,3.700,2.480,BUF,21.0,34.79999999999999,Run,,-4.0,13,3,NYJ,1.0
3,9:13,3,13,BUF 25,,,"Zach Wilson pass incomplete short right. Penalty on Jeremy Ruckert: Offensive Pass Interference, 10 yards (declined) . Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (declined) ",2.480,1.800,BUF,25.0,35.783333333333324,Pass,,0.0,13,3,NYJ,1.0
